Course Code,Title,Units,Description,Prerequisites,Learning Activities,Grade Mode,General Education
UWP 104FY,Writing in the Professions: Health,4,"Learning Activities:Lecture/Discussion 1.50 hour(s), Web Electronic Discussion 1.50 hour(s), Extensive Writing.Credit Limitation(s):Not open for credit to students who have takenUWP 104ForUWP 104FV.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better;UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,Lecture/Discussion 1,Letter,"AH, WE"
UWP 104I,Writing in the Professions: Internships,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to students concurrently enrolled in an internship and to Contemporary Leadership minors.Credit Limitation(s):Not open for credit to students who have completedUWP 102A.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 104J,Writing in the Professions: Writing for Social Justice,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).UWP 104J— Writing in the Professions: Writing for Social Justice (4 units)Course Description:Advanced instruction in writing for Social Justice, using an interdisciplinary approach combining feminist, critical race, ethnic, cultural, and transnational studies; practice in techniques of research and styles of communication for diverse audiences. Suitable for activists in community organizing, non-profits, politics. May be taught abroad.Prerequisite(s):UWP 001C- or better orUWP 001VC- or better orUWP 001YC- or better orENL 003C- or better orENL 003VC- or better orCOM 001C- or better orCOM 002C- or better orCOM 003C- or better orCOM 004C- or better orNAS 005C- or better; and upper division standing.Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).This course version is effective from, and including:  Fall Quarter 2025.",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 104T,Writing in the Professions: Technical Writing,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Credit Limitation(s):Not open for credit to students who have takenUWP 104Aprior to fall 2012.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 106,English Grammar,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Cross Listing:ENL 106,LIN 106.Grade Mode:Letter.General Education:Arts & Humanities (AH).",UWP 001orUWP 001VorUWP 001YorENL 003orENL 003VorLIN 001orLIN 001Y; or consent of instructor,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,AH
UWP 110,Specialized Genres in Professional Writing,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Restricted to upper division students who have satisfied the upper division writing requirement; counts toward the writing minor.Repeat Credit:May be repeated 2 time(s) when topic differs.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",Satisfaction of the upper division writing requirement,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 111A,Specialized Topics in Journalism,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Restricted to upper division students with a strong interest in journalism; counts toward the writing minor.Repeat Credit:May be repeated 1 time(s) when specialized journalism topic differs.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",Satisfaction of the upper division writing requirement,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 111B,Specialized Topics in Journalism: Investigative Journalism,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Restricted to upper division students with a strong interest in journalism; counts toward the writing minor.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",Satisfaction of the upper division writing requirement,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 111C,Specialized Topics in Journalism: Science Journalism,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Restricted to upper division students with a strong interest in journalism; counts toward the writing minor.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",Satisfaction of the upper division writing requirement,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 112A,Introduction to Professional Editing,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Restricted to upper division students who have satisfied the upper division writing requirement; counts toward the writing minor, Group C: Theory, History, & Design.Grade Mode:Letter.General Education:Arts & Humanities (AH); Visual Literacy (VL); Writing Experience (WE).",satisfaction of the upper division writing requirement,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, VL, WE"
UWP 115,"Writing Center Research, Theory, & Practice for Peer Writing Tutors",4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing/Discussion 2 hour(s), Extensive Problem Solving 1 hour(s).Enrollment Restriction(s):Open to students who have fulfilled the ELWR (Entry Level Writing Requirement); class size limited to 25 students.Grade Mode:Letter.General Education:Writing Experience (WE).UWP 115— Writing Center Research: Theory & Practice (4 units)Course Description:Research about writing centers in different contexts--high schools, colleges, community centers, workplaces--and the applicable practices for collaborative writing and productive feedback on writing.Prerequisite(s):Entry Level Writing Requirement (ELWR) fulfillment required.Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).This course version is effective from, and including:  Winter Quarter 2026.",ELWR ( Entry Level Writing Requirement ) fulfillment required,"Lecture/Discussion 3 hour(s), Extensive Writing/Discussion 2 hour(s), Extensive Problem Solving 1 hour(s)",Letter,WE
UWP 120,Rhetorical Approaches to Scientific & Technological Issues,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Restricted to upper division standing.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Science & Engineering (SE); Scientific Literacy (SL); Writing Experience (WE).",,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, SE, SL, WE"
UWP 121,History of Scientific Writing,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Science & Engineering (SE); Scientific Literacy (SL); Writing Experience (WE).",Upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, SE, SL, WE"
UWP 150,Digital Rhetorics,4,"Learning Activities:Discussion 1 hour(s), Lecture/Discussion 3 hour(s).Grade Mode:Letter.",UWP 010 or better;UWP 015 or better,"Discussion 1 hour(s), Lecture/Discussion 3 hour(s)",Letter,
UWP 151,Rhetorics & Culture,4,Learning Activities:Lecture/Discussion 3 hour(s); Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).,UWP 010 or better;UWP 015 or better,Lecture/Discussion 3 hour(s); Discussion 1 hour(s),Letter,"AH, WE"
UWP 190,Capstone Portfolio Seminar,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to majors who have completed 135 units.Repeat Credit:May be repeated.Grade Mode:Letter.",UWP 100,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,
UWP 192,Internship in Writing,1,Learning Activities:Internship 3-36 hour(s).Repeat Credit:May be repeated 12 unit(s).Grade Mode:Pass/No Pass only.General Education:Arts & Humanities (AH).,UWP 001orUWP 001VorUWP 001YorENL 003orENL 003Vor equivalent course; consent of instructor,Internship 3-36 hour(s),Pass/No Pass only,AH
UWP 197T,Tutoring in Writing,1,Learning Activities:Tutorial 1-5 hour(s).Repeat Credit:May be repeated 10 unit(s).Grade Mode:Pass/No Pass only.General Education:Arts & Humanities (AH).,Consent of instructor; upper division standing,Tutorial 1-5 hour(s),Pass/No Pass only,AH
UWP 197TC,Community Tutoring in Writing,1,Learning Activities:Tutorial 1-4 hour(s).Repeat Credit:May be repeated 10 unit(s).Grade Mode:Pass/No Pass only.General Education:Arts & Humanities (AH).,Consent of instructor; upper division standing,Tutorial 1-4 hour(s),Pass/No Pass only,AH
UWP 198,Directed Group Study,1,Learning Activities:Variable 1-5 hour(s).Repeat Credit:May be repeated 10 unit(s).Grade Mode:Pass/No Pass only.General Education:Arts & Humanities (AH); Writing Experience (WE).,UWP 001orUWP 001VorUWP 001YorENL 003orENL 003Vor equivalent course; consent of instructor,Variable 1-5 hour(s),Pass/No Pass only,"AH, WE"
UWP 199,Special Study for Advanced Undergraduates,1,Learning Activities:Variable 1-5 hour(s).Grade Mode:Pass/No Pass only.General Education:Arts & Humanities (AH); Writing Experience (WE).,Consent of instructor,Variable 1-5 hour(s),Pass/No Pass only,"AH, WE"
UWP 220,Rhetorical Approaches to Genre Study,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.",Graduate standing or consent of instructor,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,
UWP 225,English for International,4,Learning Activities:Lecture/Discussion 4 hour(s).Credit Limitation(s):Not open for credit to students who have taken LIN 025.Grade Mode:Satisfactory/Unsatisfactory only.,Consent of instructor,Lecture/Discussion 4 hour(s),Satisfactory/Unsatisfactory only,
UWP 226,Writing for International Graduate Students,4,Learning Activities:Lecture/Discussion 4 hour(s).Credit Limitation(s):Not open for credit to students who have taken LIN 026.Grade Mode:Satisfactory/Unsatisfactory only.,Consent of instructor,Lecture/Discussion 4 hour(s),Satisfactory/Unsatisfactory only,
UWP 250,Writing Assessment,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.",Graduate standing or consent of instructor,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,
UWP 253,Writing Program Administration,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.",,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,
UWP 255,Theory & Research in Response to Student Writing,4,"Learning Activities:Discussion 3 hour(s), Extensive Writing, Extensive Writing/Discussion, Project.Enrollment Restriction(s):Restricted to graduate standing.Grade Mode:Letter.",,"Discussion 3 hour(s), Extensive Writing, Extensive Writing/Discussion, Project",Letter,
UWP 270,Literacy & Technology,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.",Graduate standing or consent of instructor,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,
UWP 271,Second Language Writing,4,"Learning Activities:Seminar 3 hour(s), Extensive Writing, Project.Enrollment Restriction(s):Restricted to graduate standing.Grade Mode:Letter.",Graduate standing,"Seminar 3 hour(s), Extensive Writing, Project",Letter,
UWP 275,"Introduction to Rhetorical Traditions: Histories, Theories, & Practices",4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to graduate students.Grade Mode:Letter.This course version is effective from, and including: Fall Quarter 2025.",,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,
UWP 280,Journal Editing Workshop: Writing on the Edge,2,Learning Activities:Seminar 2 hour(s).Repeat Credit:May be repeated.Grade Mode:Satisfactory/Unsatisfactory only.,,Seminar 2 hour(s),Satisfactory/Unsatisfactory only,
UWP 293,Teaching Writing in Community Colleges,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.This course version is effective from, and including: Fall Quarter 2025.",Open to graduate students,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,
UWP 298,Directed Group Study,1,Learning Activities:Variable 1-5 hour(s).Grade Mode:Satisfactory/Unsatisfactory only.,Consent of instructor; graduate standing,Variable 1-5 hour(s),Satisfactory/Unsatisfactory only,
UWP 299,Individual Study,1,Learning Activities:Workshop 1-12 hour(s).Grade Mode:Satisfactory/Unsatisfactory only.,Consent of instructor. Graduate standing,Workshop 1-12 hour(s),Satisfactory/Unsatisfactory only,
UWP 390,Theory & Practice of Teaching University-Level Composition,4,"Learning Activities:Seminar 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to graduate students teachingUWP 001in the fall quarter following this course.Grade Mode:Letter.",,"Seminar 3 hour(s), Extensive Writing",Letter,
UWP 391,Oral English for ESL Students,4,Learning Activities:Lecture/Discussion 4 hour(s).Repeat Credit:May be repeated with consent of instructor.Grade Mode:Satisfactory/Unsatisfactory only.,Open only to non-native speakers of English with priority enrollment to international student teaching assistants; completion of any required ESL courses or consent of instructor,Lecture/Discussion 4 hour(s),Satisfactory/Unsatisfactory only,
UWP 392,Teaching Expository Writing,2,Learning Activities:Discussion 2 hour(s).Grade Mode:Satisfactory/Unsatisfactory only.,UWP 390; graduate standing; appointment as Teaching Assistant in the Composition Program; or the equivalent ofUWP 390,Discussion 2 hour(s),Satisfactory/Unsatisfactory only,
UWP 394,Theory & Practice of Teaching Writing Across the Curriculum,4,"Learning Activities:Lecture/Discussion 3 hour(s), Conference 1 hour(s).Grade Mode:Satisfactory/Unsatisfactory Only.",Graduate Standing,"Lecture/Discussion 3 hour(s), Conference 1 hour(s)",Satisfactory/Unsatisfactory Only,
UWP 395,Teaching Multilingual Writers,4,Learning Activities:Seminar 3 hour(s).Grade Mode:Letter.,"Graduate standing or advanced undergraduate standing; recommended:UWP 390, LIN 1,ENL 106/LIN 106/UWP 106",Seminar 3 hour(s),Letter,
UWP 396,Teaching Assistant Training Practicum,1,Learning Activities:Variable 1-4 hour(s).Repeat Credit:May be repeated.Grade Mode:Satisfactory/Unsatisfactory only.,Consent of instructor; graduate standing,Variable 1-4 hour(s),Satisfactory/Unsatisfactory only,
