Course Code,Title,Units,Description,Prerequisites,Learning Activities,Grade Mode,General Education
BIM 265,NanoEngineering,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,BIM 109orBIM 120.,Lecture/Discussion 4 hour(s),Letter,
BIM 272,Tissue Engineering,3,Learning Activities:Lecture/Discussion 3 hour(s).Grade Mode:Letter.,BIS 104orMCB 121.,Lecture/Discussion 3 hour(s),Letter,
BIM 273,Integrative Tissue Engineering & Technologies,4,Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Restricted to graduate standing.Grade Mode:Letter.,BIM 202;BIM 204; or equivalent; strongly encourage completion ofBIM 272although not a prerequisite.,Lecture/Discussion 4 hour(s),Letter,
BIM 280,Neural Signals & Machine Learning Tools for Neural Data,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,,Lecture 4 hour(s),Letter,
BIM 281,Acquisition & Analysis of Biomedical Signals,4,"Learning Activities:Lecture 3 hour(s), Laboratory 3 hour(s).Enrollment Restriction(s):Restricted to upper division engineering.Grade Mode:Letter.",ENG 100;STA 130A.,"Lecture 3 hour(s), Laboratory 3 hour(s)",Letter,
BIM 283,Advanced Design of Experiments for Biomedical Engineers,4,Learning Activities:Lecture 4 hour(s).Enrollment Restriction(s):Open to graduate students only.Credit Limitation(s):Not open for credit to students who have takenEBS 265.Grade Mode:Letter.,,Lecture 4 hour(s),Letter,
BIM 284,Mathematical Methods for Biomedical Engineers,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,"MAT 022B;STA 130A; or consent of instructor; upper division biomedical engineering majors, and graduate students in sciences and engineering; priority given to Biomedical Engineering graduate students.",Lecture/Discussion 4 hour(s),Letter,
BIM 286,Nuclear Imaging in Medicine & Biology,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,BIM 243; or consent of instructor.,Lecture/Discussion 4 hour(s),Letter,
BIM 287,Concepts in Molecular Imaging,4,"Learning Activities:Lecture 2 hour(s), Lecture/Discussion 2 hour(s), Term Paper.Grade Mode:Letter.",CHE 002C;MAT 021C;PHY 009D; and consent of instructor.,"Lecture 2 hour(s), Lecture/Discussion 2 hour(s), Term Paper",Letter,
BIM 288,Living Matter: Physical Biology of the Cell,3,"Learning Activities:Lecture 3 hour(s).Enrollment Restriction(s):Open to any student possessing general background in any disciplines of physical or biological sciences and engineering.Cross Listing:EMS 288,BPH 288.Grade Mode:Letter.",,Lecture 3 hour(s),Letter,
BIM 289A,Selected Topics in Biomedical Engineering: Cellular & Molecular Systems Engineering,1,Learning Activities:Variable 1-5 hour(s).Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.,Consent of instructor.,Variable 1-5 hour(s),Letter,
BIM 289B,Selected Topics in Biomedical Engineering: Biomedical Imaging,1,Learning Activities:Variable.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.,Consent of instructor.,Variable,Letter,
BIM 289C,Selected Topics in Biomedical Engineering: Computational Bioengineering,1,Learning Activities:Variable.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.,Consent of instructor.,Variable,Letter,
BIM 289D,Selected Topics in Biomedical Engineering: Cell & Tissue Biomechanics,1,Learning Activities:Variable.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.,Consent of instructor.,Variable,Letter,
BIM 289E,Selected Topics in Biomedical Engineering: Analysis of Human Movement,1,Learning Activities:Variable.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.,Consent of instructor.,Variable,Letter,
BIM 290,Seminar,1,Learning Activities:Seminar 1 hour(s).Grade Mode:Satisfactory/Unsatisfactory only.,,Seminar 1 hour(s),Satisfactory/Unsatisfactory only,
BIM 290C,Graduate Research Conference,1,Learning Activities:Discussion 1 hour(s).Repeat Credit:May be repeated.Grade Mode:Satisfactory/Unsatisfactory only.,Consent of instructor.,Discussion 1 hour(s),Satisfactory/Unsatisfactory only,
BIM 295,Literature in Neuroengineering,2,Learning Activities:Seminar 2 hour(s).Enrollment Restriction(s):Open to graduate students only.Repeat Credit:May be repeated.Cross Listing:NSC 295.Grade Mode:Satisfactory/Unsatisfactory only.,,Seminar 2 hour(s),Satisfactory/Unsatisfactory only,
BIM 298,Directed Group Study,1,"Learning Activities:Variable 1-5 hour(s).Enrollment Restriction(s):Open to graduate students in the Biomedical Engineering Graduate Group, or consent of instructor.Repeat Credit:May be repeated.Grade Mode:Satisfactory/Unsatisfactory only.",,Variable 1-5 hour(s),Satisfactory/Unsatisfactory only,
BIM 299,Research,1,Learning Activities:Variable.Grade Mode:Satisfactory/Unsatisfactory only.,,Variable,Satisfactory/Unsatisfactory only,
BIM 396,Teaching Assistant Training Practicum,1,Learning Activities:Variable.Repeat Credit:May be repeated.Grade Mode:Pass/No Pass only.,Graduate standing.,Variable,Pass/No Pass only,
