Course Code,Title,Units,Description,Prerequisites,Learning Activities,Grade Mode,General Education
CHE 204,Mathematical Methods in Chemistry,3,Learning Activities:Lecture 3 hour(s).Enrollment Restriction(s):Graduate standing in Chemistry.Grade Mode:Letter.,CHE 110C,Lecture 3 hour(s),Letter,
CHE 205,"Symmetry, Spectroscopy, & Structure",3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 201; or equivalent,Lecture 3 hour(s),Letter,
CHE 209,Special Topics in Physical Chemistry,3,Learning Activities:Lecture 3 hour(s).Enrollment Restriction(s):Graduate standing in Chemistry.Repeat Credit:May be repeated when topics differ.Grade Mode:Letter.,CHE 210A;CHE 211A,Lecture 3 hour(s),Letter,
CHE 210A,Quantum Chemistry: Introduction & Stationary-State Properties,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 110B;CHE 110C; or consent of instructor,Lecture 3 hour(s),Letter,
CHE 210B,Quantum Chemistry: Time-Dependent Systems,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 210A,Lecture 3 hour(s),Letter,
CHE 210C,Quantum Chemistry: Molecular Spectroscopy,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 210B,Lecture 3 hour(s),Letter,
CHE 211A,Advanced Physical Chemistry: Statistical Thermodynamics,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,Consent of instructor,Lecture 3 hour(s),Letter,
CHE 211B,Statistical Mechanics,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 211A,Lecture 3 hour(s),Letter,
CHE 212,Chemical Dynamics,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,Consent of instructor,Lecture 3 hour(s),Letter,
CHE 215,Theoretical & Computational Chemistry,3,Learning Activities:Lecture 3 hour(s).Repeat Credit:May be repeated.Grade Mode:Letter.,CHE 211A;CHE 210B; or consent of instructor,Lecture 3 hour(s),Letter,
CHE 216,Magnetic Resonance Spectroscopy,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 210A;CHE 210B,Lecture 3 hour(s),Letter,
CHE 217,X-Ray Structure Determination,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,Consent of instructor,Lecture 3 hour(s),Letter,
CHE 218,Macromolecules: Physical Principles,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 110A;CHE 110B;CHE 110C; or equivalent,Lecture 3 hour(s),Letter,
CHE 219,Spectroscopy of Organic Compounds,3,"Learning Activities:Lecture 3 hour(s), Laboratory 2.50 hour(s).Grade Mode:Letter.",CHE 128C; or equivalent,"Lecture 3 hour(s), Laboratory 2",Letter,
CHE 219L,Laboratory in Spectroscopy of Organic Compounds,1,Learning Activities:Laboratory 2.50 hour(s).Enrollment Restriction(s):Restricted to Chemistry graduate students only or consent of instructor.Grade Mode:Letter.,CHE 219,Laboratory 2,Letter,
CHE 221A,Special Topics in Organic Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,,Lecture 3 hour(s),Letter,
CHE 221B,Special Topics in Organic Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,,Lecture 3 hour(s),Letter,
CHE 221C,Special Topics in Organic Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,,Lecture 3 hour(s),Letter,
CHE 221D,Special Topics in Organic Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,,Lecture 3 hour(s),Letter,
CHE 221E,Special Topics in Organic Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,,Lecture 3 hour(s),Letter,
CHE 221F,Special Topics in Organic Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,,Lecture 3 hour(s),Letter,
CHE 221G,Special Topics in Organic Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,,Lecture 3 hour(s),Letter,
CHE 221H,Special Topics in Organic Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,,Lecture 3 hour(s),Letter,
CHE 222,Chemistry of Nanoparticles,3,Learning Activities:Lecture/Discussion 3 hour(s).Credit Limitation(s):Not open for credit to students who have takenCHE 122.Grade Mode:Letter.,CHE 110C; or equivalent,Lecture/Discussion 3 hour(s),Letter,
CHE 226,Principles of Transition Metal Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 124A; or equivalent,Lecture 3 hour(s),Letter,
CHE 228A,Bio-inorganic Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 226; or consent of instructor,Lecture 3 hour(s),Letter,
CHE 228B,Main Group Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 226; or consent of instructor,Lecture 3 hour(s),Letter,
CHE 228C,Solid-State Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 124A;CHE 110B;CHE 226; or equivalent,Lecture 3 hour(s),Letter,
CHE 228D,Homogeneous Catalysis,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 226,Lecture 3 hour(s),Letter,
CHE 228E,Magnetochemistry,3,"Learning Activities:Lecture 2 hour(s), Discussion 1 hour(s).Grade Mode:Letter.",CHE 124AorCHE 201; or an equivalent class from either Physics or Chemical Engineering and Materials Science,"Lecture 2 hour(s), Discussion 1 hour(s)",Letter,
CHE 231A,Organic Synthesis: Methods & Strategies,4,"Learning Activities:Lecture 3 hour(s), Discussion/Laboratory 3 hour(s).Grade Mode:Letter.",CHE 128C; or equivalent,"Lecture 3 hour(s), Discussion/Laboratory 3 hour(s)",Letter,
CHE 231B,Advanced Organic Synthesis,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 231A,Lecture 3 hour(s),Letter,
CHE 233,Physical-Organic Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 128A;CHE 128B;CHE 128C;CHE 110A;CHE 110B;CHE 110C; or equivalent,Lecture 3 hour(s),Letter,
CHE 234,Chemical & Molecular Neuroscience,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 128C;BIS 102; or equivalent courses,Lecture 3 hour(s),Letter,
CHE 235,Organometallic Chemistry in Organic Synthesis,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 128C,Lecture 3 hour(s),Letter,
CHE 236,Chemistry of Natural Products,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 128C; or equivalent,Lecture 3 hour(s),Letter,
CHE 237,Bio-Organic Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,Graduate standing in Chemistry or consent of instructor,Lecture 3 hour(s),Letter,
CHE 238,Introduction to Chemical Biology,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,"CHE 118CorCHE 128C; or equivalent;CHE 130A,CHE 130BandBIS 102,BIS 103, andBIS 104, or the equivalents recommended",Lecture 3 hour(s),Letter,
CHE 240,Advanced Analytical Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 110A;CHE 115; or equivalent,Lecture 3 hour(s),Letter,
CHE 241A,Surface Analytical Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 110C; or equivalent,Lecture 3 hour(s),Letter,
CHE 241B,Laser & X-ray Spectroscopy,3,Learning Activities:Lecture 3 hour(s).Repeat Credit:May be repeated.Grade Mode:Letter.,CHE 110B; or equivalent,Lecture 3 hour(s),Letter,
CHE 241C,Mass Spectrometry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 110C;CHE 115; or equivalent,Lecture 3 hour(s),Letter,
CHE 241D,Electroanalytical Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 110C;CHE 115; or equivalent,Lecture 3 hour(s),Letter,
CHE 241E,Microscopy & Imaging Techniques,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 110C;CHE 115; or equivalent,Lecture 3 hour(s),Letter,
CHE 245,Mechanistic Enzymology,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,,Lecture 3 hour(s),Letter,
CHE 261,Current Topics in Chemical Research,2,Learning Activities:Lecture 2 hour(s).Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.,Graduate standing in Chemistry or consent of instructor,Lecture 2 hour(s),Letter,
CHE 262,Introduction to Chemistry Research,1,Learning Activities:Lecture/Discussion 2 hour(s).Enrollment Restriction(s):Pass One restricted to graduate students; Pass Two open to all majors.Grade Mode:Satisfactory/Unsatisfactory only.,,Lecture/Discussion 2 hour(s),Satisfactory/Unsatisfactory only,
CHE 263,Introduction to Chemical Research Methodology,3,Learning Activities:Discussion/Laboratory 9 hour(s).Grade Mode:Satisfactory/Unsatisfactory only.,CHE 293; and consent of instructor; graduate student standing in Chemistry,Discussion/Laboratory 9 hour(s),Satisfactory/Unsatisfactory only,
CHE 264,Advanced Chemical Research Methodology,6,Learning Activities:Discussion/Laboratory 18 hour(s).Repeat Credit:May be repeated when topic differs.Grade Mode:Satisfactory/Unsatisfactory only.,CHE 263; or consent of instructor,Discussion/Laboratory 18 hour(s),Satisfactory/Unsatisfactory only,
CHE 290,Seminar,2,Learning Activities:Seminar 2 hour(s).Grade Mode:Satisfactory/Unsatisfactory only.,Consent of instructor,Seminar 2 hour(s),Satisfactory/Unsatisfactory only,
CHE 294,Presentation of Chemistry Research,1,Learning Activities:Seminar 2 hour(s).Enrollment Restriction(s):Restricted to graduate students in Chemistry who have not yet given their departmental presentation.Repeat Credit:May be repeated 3 time(s).Grade Mode:Satisfactory/Unsatisfactory only.,Graduate standing,Seminar 2 hour(s),Satisfactory/Unsatisfactory only,
CHE 295,Careers in Chemistry,1,Learning Activities:Seminar 2 hour(s).Enrollment Restriction(s):Graduate standing in Chemistry.Repeat Credit:May be repeated 1 time(s).Grade Mode:Satisfactory/Unsatisfactory only.,,Seminar 2 hour(s),Satisfactory/Unsatisfactory only,
CHE 296,Research in Pharmaceutical Chemistry,6,Learning Activities:Laboratory 18 hour(s).Enrollment Restriction(s):Restricted to students in the Integrated B.S./M.S. Program in Chemistry.Repeat Credit:May be repeated 3 time(s) when topic differs.Grade Mode:Letter.,CHE 130A;CHE 130B;CHE 135;CHE 233; and consent of instructor,Laboratory 18 hour(s),Letter,
CHE 298,Group Study,1,Learning Activities:Variable.Grade Mode:Letter.,,Variable,Letter,
CHE 299,Research,1,Learning Activities:Variable.Grade Mode:Satisfactory/Unsatisfactory only.,,Variable,Satisfactory/Unsatisfactory only,
CHE 390,Methods of Teaching Chemistry,2,"Learning Activities:Lecture 1 hour(s), Discussion 1 hour(s).Repeat Credit:May be repeated.Grade Mode:Satisfactory/Unsatisfactory only.",Consent of instructor; graduate student standing in Chemistry,"Lecture 1 hour(s), Discussion 1 hour(s)",Satisfactory/Unsatisfactory only,
CHE 392,Advanced Methods of Teaching Chemistry,2,Learning Activities:Lecture 2 hour(s).Grade Mode:Satisfactory/Unsatisfactory only.,CHE 390,Lecture 2 hour(s),Satisfactory/Unsatisfactory only,
